,TAMPERING OF SOURCE CODE,,,,HACKING,,,,PHISHING/HACKING /NIGERIAN FRAUD,,,,OBSCENE EMAIL/SMS/MMS,,,,THREATENING EMAIL/SMS,,,,CREDIT CARD FRAUD/ CHEATING,,,,OTHER,,,,TOTAL,,,
,01/01/2018 to 28//02/,2018,01/01/2017 to 28/02/,2017,01/01/2018 to 28//02/,2018,01/01/2017 to 28/02/,2017,01/01/2018 to 28//02/,2018,01/01/2017 to 28/02/,2017,01/01/2018 to 28//02/,2018,01/01/2017 to 28/02/,2017,01/01/2018 to 28//02/,2018,01/01/2017 to 28/02/,2017,01/01/2018 to 28//02/,2018,01/01/2017 to 28/02/,2017,01/01/2018 to 28//02/,2018,01/01/2017 to 28/02/,2017,01/01/2018 to 28//02/,2018,01/01/2017 to 28/02/,2017
,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.,Cases,P.A.
MUMBAI,2,,,,4,1,1,,,,1,,55,20,28,5,,,,,98,1,81,10,119,9,66,9,278,31,177,24
