,TAMPERING OF SOURCE CODE,,,,HACKING,,,,PHISHING/HACKING /NIGERIAN FRAUD,,,,OBSCENE EMAIL/SMS/MMS,,,,THREATENING EMAIL/SMS,,,,CREDIT CARD FRAUD/ CHEATING,,,,OTHER,,,,TOTAL,,,
,01/01/2018 to 30/06/,2018,01/01/2017 to 30/06/,2017,01/01/2018 to 30/06/,2018,01/01/2017 to 30/06/,2017,01/01/2018 to 30/06/,2018,01/01/2017 to 30/06/,2017,01/01/2018 to 30/06/,2018,01/01/2017 to 30/06/,2017,01/01/2018 to 30/06/,2018,01/01/2017 to 30/06/,2017,01/01/2018 to 30/06/,2018,01/01/2017 to 30/06/,2017,01/01/2018 to 30/06/,2018,01/01/2017 to 30/06/,2017,01/01/2018 to 30/06/,2018,01/01/2017 to 30/06/,2017
,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D,R,D
MUMBAI,3,,7,,14,2,2,,2,,2,1,151,46,109,24,9,3,4,,304,8,335,31,277,38,219,20,760,97,678,76
