source_pdf,source_current_month,source_previous_month,source_current_year,source_previous_year,,M.D. Curr.Year Cases,P. A,Qt y Kg,Gr am,Mi l i Gr am,Val ue,LSD Dot Papers Curr.Year Cases,P. A,Qt y Kg,Gr am,Mi l i Gr am,Val ue,Other Curr.Year Cases,P. A,Qt y Kg,Gr am,Mi l i Gr am,Val ue,Consumption Curr.Year Cases,P. A,Qt y Kg,Gr am,Mi l i Gr am,Val ue,Total Curr.Year Cases,P. A,Qt y Kg,Gr am,Mi l i Gr am,Val ue
2,,,,,MUMBAI,11,15,14,158,200,28494000,,,,,,,7,8,,131,700,415713,1588,1644,,,,,1639,1702,171,557,19,40630043
