source_pdf,source_current_month,source_previous_month,source_current_year,source_previous_year,,TAMPERING OF SOURCE CODE Cases,P.A.,Cases,P.A.,HACKING Cases,P.A.,Cases,P.A.,PHISHING/HACKING /NIGERIAN FRAUD Cases,P.A.,Cases,P.A.,OBSCENE EMAIL/SMS/MMS Cases,P.A.,Cases,P.A.,THREATENING EMAIL/SMS Cases,P.A.,Cases,P.A.,CREDIT CARD FRAUD/ CHEATING Cases,P.A.,Cases,P.A.,OTHER Cases,P.A.,Cases,P.A.,TOTAL Cases,P.A.,Cases,P.A.
2,,,,,MUMBAI,2,,,,4,1,1,,,,1,,55,20,28,5,,,,,98,1,81,10,119,9,66,9,278,31,177,24
