pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
15.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,1,Murder Snat ching),14,13,10,9,34,32,94,28,27,96,+,6,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,2,Att.to.C.Murder,23,21,27,23,78,75,96,63,59,94,+,15,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,3,Dacoity,0,0,0,0,4,4,100,10,9,90,-,6,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,4,Robbery (Excluding Chain,90,72,80,63,260,227,87,256,202,79,+,4,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,5,Robbery -Chain Snatching,11,5,11,4,31,18,58,31,13,42,+,0,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,6,Extortion,11,6,25,11,56,36,64,64,52,81,-,8,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,7,H.B.T.Day / Night,168,48,161,35,488,195,40,597,209,35,-,109,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,8,Thefts,483,120,425,128,"1,366",477,35,"1,618",440,27,-,252,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,9,M.V.Thefts.,199,45,223,52,637,224,35,940,269,29,-,303,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,10,Hurt,397,318,362,307,"1,112",968,87,"1,367","1,102",81,-,255,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,11,Riots.,36,30,43,29,112,91,81,201,142,71,-,89,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,12,Rape,69,47,65,50,209,172,82,201,163,81,+,8,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,13,Molestaion,257,171,204,151,694,518,75,682,515,76,+,12,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,14,Other I.P.C.,"1,610",932,"1,569",961,"5,053","3,438",68,"4,374","2,560",59,+,679,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
15.pdf,,Total,"3,368","1,828","3,205","1,823","10,134","6,475",64,"10,432","5,762",55,-,298,01.03.2019,01.02.2019,2019-03,01.01.2019,01.01.2018,31.03.2019,28.02.2019,31.03.2018,
