pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
46.pdf,,No.,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,-,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,1,Murder,6,5,9,9,109,106,97,92,85,92,,,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,2,Att.to.C.Murder,24,22,32,28,261,252,97,203,193,95,+,58,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,3,Dacoity,0,0,3,2,12,8,67,10,8,80,+,2,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,4,Robbery (Excluding Chain S natching),66,55,66,58,477,434,91,355,299,84,+,122,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,5,Robbery -Chain Snatching,15,3,19,6,97,62,64,77,45,58,+,20,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,6,Extortion,19,13,36,21,198,154,78,121,99,82,+,77,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,7,H.B.T.Day / Night,172,55,173,54,"1,129",549,49,"1,010",451,45,+,119,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,8,Thefts,445,111,388,93,"2,863","1,067",37,"2,001",624,31,+,862,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,9,M.V.Thefts.,301,61,275,60,"2,199",940,43,"1,609",484,30,+,590,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,10,Hurt,337,259,313,250,"2,856","2,600",91,"2,236","1,878",84,+,620,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,11,Riots.,35,20,23,18,217,179,82,189,144,76,+,28,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,12,Rape,59,44,58,35,619,514,83,440,346,79,+,179,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,13,Molestaion,156,100,152,95,"1,258",995,79,"1,117",836,75,+,141,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,14,Other I.P.C.,"1,900","1,206","4,079","3,438","40,284","36,282",90,"27,602","24,042",87,,,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
46.pdf,,Total,"3,535","1,954","5,626","4,167","52,579","44,142",84,"37,062","29,534",80,,,01.08.2021,01.07.2021,2021-08,01.01.2021,01.01.2020,31.08.2021,31.07.2021,31.08.2020,
