pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
104.pdf,1,Murder,7,6,9,9,126,123,98,107,105,98,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,2,Att.to.C.Murder,23,21,28,28,324,321,99,303,301,99,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,3,Dacoity,5,5,3,3,20,20,100,16,16,100,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,4,Prep.for Dacoity,0,0,0,0,2,2,100,10,10,100,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,5,Robbery,38,37,30,29,321,318,99,474,467,99,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,6,Robbery Chain Snat ch ing4,3,13,13,85,81,95,116,109,94,,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,7,Att.to.C.Robbery,1,1,0,0,10,9,90,19,19,100,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,8,Extortion,40,29,21,17,314,290,92,199,177,89,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,9,H.B.T.Day,20,4,14,3,179,105,59,237,139,59,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,10,H.B.T.Night.,86,35,82,34,904,615,68,1070,639,60,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,11,Thefts.,589,132,618,140,8060,2717,34,8262,2741,33,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,12,M.V.Thefts.,184,50,194,46,2299,1357,59,2589,1450,56,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,13,Snatching,15,7,6,4,181,146,81,117,69,59,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,14,Hurt,334,303,301,274,4122,4053,98,4362,4180,96,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,15,Riots.,47,41,38,35,451,431,96,323,318,98,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,16,Rape,104,85,97,76,1262,1211,96,1051,1037,99,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,17,Molestation,235,193,193,167,2468,2383,97,2397,2386,100,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,18,Other I.P.C.,4356,3387,4543,3707,42884,37377,87,31066,24864,80,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
104.pdf,,Total IPC,6088,4339,6190,4585,64012,51559,81,52718,39027,74,,,01.12.2025,01.11.2025,2025-12,01.01.2025,01.01.2024,31.12.2025,30.11.2025,31.12.2024,
