pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
99.pdf,,C,OMPA,B,RIHAN,MUMB,AI,C. CRIM,E,,,,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,1,Murder,6,6,6,5,80,77,96,61,59,97,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,2,Att.to.C.Murder,23,23,35,34,184,183,99,194,192,99,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,3,Dacoity,2,2,2,2,7,7,100,12,12,100,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,4,Prep.for Dacoity,0,0,1,1,2,2,100,6,6,100,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,5,Robbery,21,21,35,33,155,154,99,333,326,98,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,6,Robbery Chain Snatching,7,5,7,7,49,45,92,81,72,89,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,7,Att.to.C.Robbery,0,0,2,2,7,6,86,12,11,92,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,8,Extortion,28,25,24,21,174,161,93,126,104,83,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,9,H.B.T.Day,16,6,12,3,105,62,59,144,81,56,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,10,H.B.T.Night.,85,31,88,35,510,316,62,636,367,58,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,11,Thefts.,736,163,872,163,4643,1390,30,5696,1772,31,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,12,M.V.Thefts.,214,75,221,71,1304,721,55,1507,789,52,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,13,Snatching,14,8,23,9,125,101,81,10,1,10,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,14,Hurt,291,266,330,286,2463,2395,97,2588,2465,95,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,15,Riots.,44,40,26,24,245,241,98,184,179,97,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,16,Rape,104,84,99,76,710,663,93,546,525,96,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,17,Molestation,199,183,202,176,1493,1446,97,1305,1226,94,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,18,Other I.P.C.,4614,3844,4587,3979,22922,19487,85,18974,15034,79,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
99.pdf,,Total IPC,6404,4782,6572,4927,35178,27457,78,32415,23221,72,,,01.07.2025,01.06.2025,2025-07,01.01.2025,01.01.2024,31.07.2025,30.06.2025,31.07.2024,
