pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
36.pdf,,Sr.,Crime H,ead,s,Curr,ent,Prev,ious,Cur,rent,%,Prev,ious,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,1,Murder Ch ain Snat,12,11,17,15,136,130,96,150,141,94,-,14,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,2,Att.to.C.Murder tchi ng,38,33,55,51,321,309,96,306,295,96,+,15,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,3,Dacoity,0,0,2,2,14,13,93,18,17,94,-,4,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,4,Robbery (Excluding ching),79,60,69,46,557,471,85,892,812,91,-,335,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,5,Robbery -Chain Sna,20,9,16,7,128,93,73,138,111,80,-,10,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,6,Extortion,22,20,21,18,179,158,88,221,185,84,-,42,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,7,H.B.T.Day / Night,152,37,160,42,"1,499",716,48,"1,889",863,46,-,390,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,8,Thefts,360,82,396,100,"3,036","1,025",34,"5,347","1,837",34,-,"2,311",01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,9,M.V.Thefts.,294,59,322,59,"2,517",900,36,"2,438","1,004",41,+,79,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,10,Hurt,442,319,464,315,"3,466","3,026",87,"4,004","3,653",91,-,538,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,11,Riots.,42,29,34,26,291,240,82,342,292,85,-,51,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,12,Rape,65,42,80,61,693,582,84,913,816,89,-,220,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,13,Molestaion,224,158,230,159,"1,772","1,422",80,"2,393","1,995",83,-,621,01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,14,Other I.P.C.,"1,508",863,"2,038","1,394","33,147","28,637",86,"17,521","11,974",68,+,"15,626",01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
36.pdf,,Total,"3,258","1,722","3,904","2,295","47,756","37,722",79,"36,572","23,995",66,+,"11,184",01.11.2020,01.10.2020,2020-11,01.01.2020,01.01.2019,30.11.2020,31.10.2020,30.11.2019,
