pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
64.pdf,,No,,,,T,o,,T,o,,T,o,,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,1,Murder,10,10,11,10,10,10,100,8,7,88,+,2,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,2,Att.to.C.Murder,18,18,17,15,18,18,100,12,12,100,+,6,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,3,Dacoity,3,3,0,0,3,3,100,2,2,100,+,1,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,4,Prep.for Dacoity,3,3,0,0,3,3,100,3,3,100,+,0,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,5,Robbery,58,52,46,38,58,52,90,64,50,78,-,6,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,6,Robbery-Chain Snatching,9,7,8,7,9,7,78,9,5,56,+,0,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,7,Att.to.C.Robbery,2,2,2,2,2,2,100,1,1,100,+,1,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,8,Extortion,18,8,22,12,18,8,44,18,8,44,+,0,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,9,H.B.T.Day,21,8,17,10,21,8,38,18,4,22,+,3,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,10,H.B.T.Night.,94,45,80,25,94,45,48,101,37,37,-,7,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,11,Thefts.,519,159,601,142,519,159,31,328,116,35,+,191,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,12,Pocket Picking,3,1,1,0,3,1,33,0,0,0,+,3,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,13,M.V.Thefts.,238,83,256,68,238,83,35,242,73,30,-,4,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,14,Hurt,351,267,395,286,351,267,76,318,261,82,+,33,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,15,Riots.,27,21,22,12,27,21,78,17,11,65,+,10,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,16,Rape,78,59,92,72,78,59,76,62,48,77,+,16,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,17,Molestation,172,125,221,168,172,125,73,143,97,68,+,29,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,18,Other I.P.C.,"1,560",808,"1,803",980,"1,560",808,52,"1,279",656,51,+,281,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
64.pdf,,Total IPC,"3,184","1,679","3,594","1,847","3,184","1,679",53,"2,625","1,391",53,+,559,01.01.2023,01.12.2022,2023-01,01.01.2022,31.01.2023,31.12.2022,31.01.2022,,
