pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
60.pdf,,No.,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,-,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,1,Murder,5,5,10,10,101,99,98,118,114,97,-,17,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,2,Att.to.C.Murder,25,22,14,10,190,181,95,286,277,97,-,96,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,3,Dacoity,4,4,1,1,14,14,100,12,12,100,+,2,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,4,Robbery (Excluding Chain S natching),54,52,38,716,591,83,557,509,91,,+,159,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,5,Robbery -Chain Snatching,64,4,12,5,159,121,76,108,77,71,+,51,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,6,Extortion,16,13,27,12,253,161,64,212,167,79,+,41,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,7,H.B.T.Day / Night,22,41,159,59,"1,290",741,57,"1,273",665,52,+,17,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,8,Thefts,143,143,860,204,"13,005","2,466",19,"3,286","1,245",38,+,"9,719",01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,9,M.V.Thefts.,709,60,238,67,"2,373","1,172",49,"2,462","1,082",44,-,89,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,10,Hurt,235,226,355,259,"3,490","3,110",89,"3,157","2,893",92,+,333,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,11,Riots.,355,13,12,6,225,196,87,243,204,84,-,18,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,12,Rape,18,49,58,42,728,655,90,695,593,85,+,33,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,13,Molestation,67,122,143,94,"1,767","1,395",79,"1,488","1,197",80,+,279,01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,14,Other I.P.C.,191,546,"1,335",574,"36,202","29,881",83,"41,700","37,308",89,-,"5,498",01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
60.pdf,,Total,"3,137","1,302","3,276","1,381","60,513","40,783",67,"55,597","46,343",83,+,"4,916",01.09.2022,01.08.2022,2022-09,01.01.2022,01.01.2021,30.09.2022,31.08.2022,30.09.2021,
