pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
78.pdf,1,Murder,8,8,9,8,17,17,,89,,20,19,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,2,Att.to.C.Murder,26,24,27,27,54,52,,100,,42,39,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,3,Dacoity,2,2,2,2,4,4,,100,,5,4,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,4,Prep.for Dacoity,1,1,2,2,3,3,,100,,4,4,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,5,Robbery,52,46,50,39,102,94,,78,,108,98,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,6,Robbery-Chain,14,8,10,6,24,18,,60,,16,14,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,7,Snatching,2,2,1,1,3,3,,100,,4,4,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,8,Att.to.C.Robbery,27,22,15,9,44,36,,60,,38,25,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,9,Extortion,24,12,22,11,46,26,,50,,38,18,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,10,H.B.T.Day,86,48,72,37,158,96,,51,,187,97,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,11,H.B.T.Night.,"1,050",210,801,207,"1,851",483,,26,,946,317,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,12,Thefts.,1,1,0,0,1,1,,0,,3,2,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,13,Pocket Picking,242,78,191,51,434,181,,27,,431,191,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,14,M.V.Thefts.,327,276,340,285,665,589,,84,,716,560,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,15,Hurt,16,15,28,23,43,39,,82,,51,38,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,,Riots.,,,,,,,,,,,,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,16,Rape,67,54,60,47,135,112,,78,,141,116,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,17,Molestation,168,140,184,152,353,310,,83,,346,273,,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,18,Other I.P.C.,"2,720","1,929","2,991","2,289","5,702","4,365",,77,,"3,079","1,627",,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
78.pdf,,Total IPC,"4,833","2,876","4,805","3,196","9,639","6,429",,67,,"6,175","3,446",,02.01.2024,01.01.2024,2024-01,01.02.2023,29.02.2024,31.01.2024,02.29.2023,,
