pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
87.pdf,,CO,MPAR,ATIVE,BR,IHAN M,UMBA,I,,,,,,,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,1,Murder,5,4,10,10,78,76,97,91,86,95,-,13,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,2,Att.to.C.Murder,14,13,31,30,240,237,99,208,205,99,+,32,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,3,Dacoity,5,5,2,2,19,19,100,21,19,90,-,2,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,4,Prep.for Dacoity,1,1,1,1,8,8,100,22,22,100,-,14,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,5,Robbery,34,33,31,27,398,389,98,484,474,98,-,86,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,6,Robbery Chain Snatching,11,9,4,3,96,87,91,87,83,95,+,9,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,7,Att.to.C.Robbery,1,1,3,3,16,15,94,13,13,100,+,3,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,8,Extortion,8,5,17,11,151,126,83,195,143,73,-,44,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,9,H.B.T.Day,19,2,20,10,186,102,55,173,107,62,+,13,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,10,H.B.T.Night.,84,25,102,35,822,475,58,813,550,68,+,9,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,11,Thefts.,587,141,570,118,6849,2190,32,4782,1929,40,+,2067,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,12,M.V.Thefts.,183,44,247,73,1938,1038,54,1951,1083,56,-,13,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,13,Snatching,26,12,21,11,59,30,51,0,0,0,+,59,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,14,Hurt,366,282,332,265,3282,3106,95,3187,3053,96,+,95,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,15,Riots.,25,22,24,19,236,227,96,203,191,94,+,33,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,16,Rape,89,67,111,89,772,715,93,723,682,94,+,49,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,17,Molestation,267,230,269,231,1840,1738,94,1572,1455,93,+,268,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,18,Other I.P.C.,1775,1041,2936,1963,23651,18554,78,17151,12550,73,+,6500,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
87.pdf,,Total IPC,3500,1937,4731,2901,40641,29132,72,31676,22645,71,+,8965,01.09.2024,01.08.2024,2024-09,01.01.2024,01.01.2023,30.09.2024,31.08.2024,30.09.2023,
