pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
28.pdf,,No.,,,Mo,nth,Mo,nth,Y,ear,of,Y,ear,of,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,1,Murder Chain Snatc,12,10,20,18,39,35,90,34,32,94,+,5,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,2,Att.to.C.Murder tching,27,25,30,28,93,89,96,78,75,96,+,15,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,3,Dacoity,1,0,2,1,4,3,75,4,4,100,+,0,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,4,Robbery (Excluding hing),55,47,80,59,220,189,86,260,227,87,-,40,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,5,Robbery -Chain Sna,14,9,17,11,42,32,76,31,18,58,+,11,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,6,Extortion,13,9,37,31,76,67,88,56,36,64,+,20,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,7,H.B.T.Day / Night,110,33,142,46,444,201,45,488,195,40,-,44,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,8,Thefts,301,81,483,102,"1,298",404,31,"1,366",477,35,-,68,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,9,M.V.Thefts.,193,35,202,46,641,203,32,637,224,35,+,4,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,10,Hurt,324,234,389,300,"1,080",918,85,"1,112",968,87,-,32,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,11,Riots.,42,28,22,17,94,71,76,112,91,81,-,18,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,12,Rape,73,58,70,53,239,199,83,209,172,82,+,30,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,13,Molestaion,235,161,242,179,705,555,79,694,518,75,+,11,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,14,Other I.P.C.,"2,260","1,731","1,822","1,073","5,840","4,030",69,"5,053","3,438",68,+,787,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
28.pdf,,Total,"3,660","2,461","3,558","1,964","10,815","6,996",65,"10,134","6,475",64,+,681,01.03.2020,01.02.2020,2020-03,01.01.2020,01.01.2019,31.03.2020,29.02.2020,31.03.2019,
