pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
20.pdf,,No.,,,Mo,nth,Mo,nth,Y,ear,of,Y,ear,of,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,1,Murder Chain Snatc,15,13,14,14,109,105,96,108,103,95,+,1,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,2,Att.to.C.Murder tching,21,19,37,36,206,199,97,174,169,97,+,32,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,3,Dacoity,2,2,0,0,12,12,100,26,25,96,-,14,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,4,Robbery (Excluding hing),95,88,88,81,659,603,92,625,536,86,+,34,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,5,Robbery -Chain Sna,24,11,12,5,116,80,69,93,49,53,+,23,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,6,Extortion,22,18,26,22,153,126,82,156,129,83,-,3,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,7,H.B.T.Day / Night,190,53,203,38,"1,372",587,43,"1,496",667,45,-,124,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,8,Thefts,484,126,541,121,"3,801","1,363",36,"4,167","1,416",34,-,366,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,9,M.V.Thefts.,226,45,265,36,"1,786",691,39,"2,129",786,37,-,343,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,10,Hurt,318,247,307,233,"2,937","2,656",90,"3,403","3,046",90,-,466,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,11,Riots.,14,9,19,14,244,214,88,398,332,83,-,154,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,12,Rape,69,53,68,42,668,584,87,585,536,92,+,83,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,13,Molestaion,239,161,203,143,"1,785","1,452",81,"1,661","1,306",79,+,124,01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,14,Other I.P.C.,"1,632",938,"1,966","1,099","13,177","8,980",68,"10,910","7,213",66,+,"2,267",01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
20.pdf,,Total,"3,351","1,783","3,749","1,884","27,025","17,652",65,"25,931","16,313",63,+,"1,094",01.08.2019,01.07.2019,2019-08,01.01.2019,01.01.2018,31.08.2019,31.07.2019,31.08.2018,
