pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
96.pdf,,CO,MPAR,ATIVE,BR,IHAN,MUMBA,I,E,,,,,,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,1,Murder,16,15,12,12,64,62,97,48,46,96,+,16,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,2,Att.to.C.Murder,22,21,36,33,126,123,98,157,154,98,-,31,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,3,Dacoity,1,1,1,1,3,3,100,11,11,100,-,8,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,4,Prep.for Dacoity,0,0,0,0,1,1,100,5,5,100,-,4,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,5,Robbery,11,9,14,13,98,93,95,256,245,96,-,158,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,6,Robbery Chain Snatching,4,2,11,8,36,32,89,62,52,84,-,26,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,7,Att.to.C.Robbery,0,0,0,0,5,4,80,6,6,100,-,1,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,8,Extortion,21,14,29,22,121,106,88,104,79,76,+,17,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,9,H.B.T.Day,17,8,16,7,76,47,62,109,64,59,-,33,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,10,H.B.T.Night.,70,22,54,24,335,201,60,422,248,59,-,87,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,11,Thefts.,1141,142,498,114,3032,811,27,4452,1299,29,-,1420,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,12,M.V.Thefts.,167,39,162,43,870,429,49,1084,557,51,-,214,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,13,Snatching,22,8,13,8,87,60,69,0,0,0,+,87,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,14,Hurt,368,311,367,291,1851,1745,94,1940,1827,94,-,89,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,15,Riots.,37,33,38,33,174,167,96,137,131,96,+,37,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,16,Rape,99,63,106,76,485,426,88,397,357,90,+,88,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,17,Molestation,211,171,214,179,1095,1025,94,978,899,92,+,117,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,18,Other I.P.C.,3813,3106,2448,1595,13722,10889,79,12968,9930,77,+,754,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
96.pdf,,Total IPC,6020,3965,4019,2459,22181,16224,73,23136,15910,69,-,955,01.05.2025,01.04.2025,2025-05,01.01.2025,01.01.2024,31.05.2025,30.04.2025,31.05.2024,
