pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
103.pdf,1,Murder,9,9,9,9,117,115,98,101,99,98,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,2,Att.to.C.Murder,28,28,37,37,302,301,100,283,281,99,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,3,Dacoity,3,3,3,3,15,15,100,15,15,100,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,4,Prep.for Dacoity,0,0,0,0,2,2,100,10,10,100,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,5,Robbery,30,29,47,46,282,279,99,448,442,99,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,6,Robbery Chain Snatching,13,13,6,1,81,77,95,110,101,92,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,7,Att.to.C.Robbery,0,0,2,2,9,8,89,19,19,100,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,8,Extortion,21,17,23,18,273,256,94,182,154,85,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,9,H.B.T.Day,14,3,20,6,161,98,61,219,126,58,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,10,H.B.T.Night.,82,34,65,19,816,548,67,982,576,59,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,11,Thefts.,618,140,795,184,7470,2474,33,7808,2533,32,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,12,M.V.Thefts.,194,46,210,73,2117,1229,58,2386,1269,53,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,13,Snatching,6,4,16,11,165,138,84,100,55,55,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,14,Hurt,301,274,441,405,3789,3728,98,4002,3787,95,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,15,Riots.,38,35,47,44,404,387,96,299,294,98,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,16,Rape,97,76,111,88,1141,1091,96,958,946,99,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,17,Molestation,193,167,188,162,2231,2167,97,2218,2083,94,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,18,Other I.P.C.,4543,3707,3356,2649,38550,33541,87,28203,22114,78,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
103.pdf,,Total IPC,6190,4585,5376,3757,57925,46454,80,48343,34904,72,,,01.11.2025,01.10.2025,2025-11,01.01.2025,01.01.2024,30.11.2025,31.10.2025,30.11.2024,
