pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
65.pdf,,No,,,,,,T,o,,,T,o,,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,1,Murder,10,9,10,10,20,19,95,21,19,90,+,1,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,2,Att.to.C.Murder,24,21,18,18,42,39,93,31,27,87,+,11,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,3,Dacoity,1,0,3,3,5,4,80,3,3,100,+,2,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,4,Prep.for Dacoity,1,1,3,3,4,4,100,7,7,100,+,3,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,5,Robbery,51,44,58,52,108,98,91,119,94,79,-,11,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,6,Robbery-Chain Snatching,7,6,9,7,16,14,88,30,17,57,+,14,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,7,Att.to.C.Robbery,2,2,2,2,4,4,100,2,2,100,+,2,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,8,Extortion,21,11,18,8,38,25,66,36,25,69,+,2,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,9,H.B.T.Day,17,6,21,8,38,18,47,35,12,34,+,3,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,10,H.B.T.Night.,93,36,94,45,187,97,52,207,107,52,-,20,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,11,Thefts.,427,123,519,159,946,317,34,671,274,41,+,275,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,12,Pocket Picking,0,0,3,1,3,2,67,4,1,25,+,1,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,13,M.V.Thefts.,193,71,238,83,431,191,44,436,140,32,-,5,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,14,Hurt,365,251,351,267,716,560,78,608,512,84,+,108,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,15,Riots.,24,15,27,21,51,38,75,39,25,64,+,12,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,16,Rape,60,43,78,59,141,116,82,120,99,83,+,21,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,17,Molestation,175,131,172,125,346,273,79,310,229,74,+,36,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,18,Other I.P.C.,"1,522",724,"1,560",808,"3,079","1,627",53,"2,677","1,561",58,+,402,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
65.pdf,,Total IPC,"2,993","1,494","3,184","1,679","6,175","3,446",56,"5,356","3,154",59,+,819,01.02.2023,01.01.2023,2023-02,01.01.2022,28.02.2023,31.01.2023,28.02.2022,,
