pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
34.pdf,,Sr.,Crime H,ea,ds,Cur,rent,Prev,ious,Cur,rent,%,Prev,ious,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,1,Murder Ch ain Snatc,14,14,10,9,107,102,95,120,116,97,-,13,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,2,Att.to.C.Murder tch ing,23,21,24,24,227,218,96,240,230,96,-,13,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,3,Dacoity,1,1,2,1,11,10,91,14,13,93,-,3,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,4,Robbery (Excluding hing),53,39,53,41,409,348,85,727,665,91,-,318,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,5,Robbery -Chain Sna,15,7,16,2,92,57,62,120,88,73,-,28,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,6,Extortion,16,10,16,9,137,115,84,176,146,83,-,39,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,7,H.B.T.Day / Night,176,52,171,53,"1,186",535,45,"1,540",674,44,-,354,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,8,Thefts,281,77,282,79,"2,282",743,33,"4,286","1,515",35,-,"2,004",01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,9,M.V.Thefts.,293,49,250,36,"1,902",595,31,"1,995",814,41,-,93,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,10,Hurt,329,242,249,171,"2,564","2,209",86,"3,247","2,944",91,-,683,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,11,Riots.,25,17,18,12,213,165,77,278,243,87,-,65,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,12,Rape,78,55,54,34,527,430,82,742,661,89,-,215,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,13,Molestaion,199,129,129,84,"1,317","1,010",77,"1,985","1,632",82,-,668,01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,14,Other I.P.C.,"2,029","1,459","2,114","1,677","29,620","25,649",87,"14,498","9,982",69,+,"15,122",01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
34.pdf,,Total,"3,532","2,172","3,388","2,232","40,594","32,186",79,"29,968","19,723",66,+,"10,626",01.09.2020,01.08.2020,2020-09,01.01.2020,01.01.2019,30.09.2020,31.08.2020,30.09.2019,
