pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
69.pdf,1,Murder,16,16,14,14,70,69,99,69,67,97,+,1,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,2,Att.to.C.Murder,19,18,23,22,135,133,99,135,130,96,+,0,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,3,Dacoity,2,2,0,0,14,12,86,6,6,100,+,8,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,4,Prep.for Dacoity,3,3,1,1,13,13,100,11,11,100,+,2,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,5,Robbery,45,36,50,41,305,290,95,516,401,78,-,211,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,6,Robbery-Chain Snatching,14,9,9,5,64,56,88,109,78,72,-,45,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,7,Att.to.C.Robbery,0,0,1,1,10,10,100,13,11,85,-,3,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,8,Extortion,18,12,23,12,129,87,67,170,109,64,-,41,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,9,H.B.T.Day,17,7,19,10,107,61,57,129,57,44,-,22,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,10,H.B.T.Night.,72,28,106,41,516,315,61,714,392,55,-,198,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,11,Thefts.,454,144,465,143,"2,878","1,121",39,"10,265","1,414",14,-,"7,387",01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,12,Pocket Picking,0,0,1,0,5,3,60,7,2,29,-,2,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,13,M.V.Thefts.,240,57,225,63,"1,287",643,50,"1,624",742,46,-,337,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,14,Hurt,351,272,369,282,"2,280","2,074",91,"2,489","2,117",85,-,209,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,15,Riots.,20,17,12,6,139,112,81,176,144,82,-,37,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,16,Rape,64,52,77,53,485,431,89,494,417,84,-,9,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,17,Molestation,183,134,184,129,"1,081",926,86,"1,310",967,74,-,229,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,18,Other I.P.C.,"1,526",887,"1,778","1,052","10,313","6,684",65,"30,632","25,970",85,-,"20,319",01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
69.pdf,,Total IPC,"3,044","1,694","3,357","1,875","19,831","13,040",66,"48,869","33,035",68,,,01.06.2023,01.05.2023,2023-06,01.01.2023,01.01.2022,30.06.2023,31.05.2023,30.06.2022,
