pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
80.pdf,1,Murder,10,8,8,8,37,34,,92,,37,35,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,2,Att.to.C.Murder,42,39,35,33,129,125,,97,,95,94,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,3,Dacoity,5,5,1,1,10,10,,100,,12,10,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,4,Prep.for Dacoity,0,0,1,1,4,4,,100,,9,9,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,5,Robbery,49,43,62,57,212,202,,95,,210,199,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,6,Robbery-Chain Snatching,14,9,10,9,49,41,,84,,40,33,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,7,Att.to.C.Robbery,0,0,0,0,3,3,,100,,9,9,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,8,Extortion,21,15,21,11,87,67,,77,,86,54,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,9,H.B.T.Day,20,8,31,10,97,55,,57,,72,39,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,10,H.B.T.Night.,70,30,100,45,328,210,,64,,336,190,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,11,Thefts.,822,174,940,215,"3,613","1,064",,29,,"1,961",707,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,12,Pocket Picking,0,0,0,0,1,1,,100,,5,3,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,13,M.V.Thefts.,240,73,221,85,895,478,,53,,820,410,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,14,Hurt,391,343,495,421,"1,549","1,459",,94,,"1,561","1,334",,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,15,Riots.,22,19,41,36,106,103,,97,,107,83,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,16,Rape,83,60,81,65,316,280,,89,,325,285,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,17,Molestation,211,175,231,186,796,723,,91,,713,572,,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,18,Other I.P.C.,"2,400","1,611","2,475","1,607","10,554","8,071",,76,,"7,033","4,250",,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
80.pdf,,Total IPC,"4,400","2,612","4,753","2,790","18,786","12,930",,69,,#####,"8,316",,01.04.2024,01.03.2024,2024-04,01.01.2024,01.01.2023,30.04.2024,31.03.2024,30.04.2023,
