pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
81.pdf,1,Murder,11,11,10,8,48,46,,96,,52,51,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,2,Att.to.C.Murder,28,26,42,39,157,154,,98,,117,115,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,3,Dacoity,1,1,5,5,11,11,,100,,12,10,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,4,Prep.for Dacoity,1,1,0,0,5,5,,100,,10,10,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,5,Robbery,44,38,49,43,256,245,,96,,259,247,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,6,Robbery-Chain Snatching,13,8,14,9,62,52,,84,,50,42,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,7,Att.to.C.Robbery,3,3,0,0,6,6,,100,,10,10,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,8,Extortion,17,10,21,15,104,79,,76,,110,68,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,9,H.B.T.Day,12,5,20,8,109,64,,59,,92,51,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,10,H.B.T.Night.,94,24,70,30,422,248,,59,,442,253,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,11,Thefts.,838,147,822,174,"4,451","1,298",,29,,"2,425",915,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,12,Pocket Picking,0,0,0,0,1,1,,100,,6,3,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,13,M.V.Thefts.,189,36,240,73,"1,084",557,,51,,"1,045",526,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,14,Hurt,391,327,391,343,"1,940","1,827",,94,,"1,931","1,722",,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,15,Riots.,31,27,22,19,137,131,,96,,118,92,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,16,Rape,74,54,83,60,397,357,,90,,408,357,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,17,Molestation,182,146,211,175,978,899,,92,,897,755,,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,18,Other I.P.C.,"2,417","1,645","2,400","1,611","12,968","9,930",,77,,"8,802","5,567",,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
81.pdf,,Total IPC,"4,346","2,509","4,400","2,612","23,136","15,910",,69,,"16,786","10,794",,01.05.2024,01.04.2024,2024-05,01.01.2024,01.01.2023,31.05.2024,30.04.2024,30.04.2023,
