pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
43.pdf,,No.,,Mo,nth,Mo,nth,Y,ear,of,Y,ear,of,-,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,1,Murder,22,20,7,6,73,69,95,58,53,91,+,15,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,2,Att.to.C.Murder,42,38,27,24,169,161,95,122,116,95,+,47,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,3,Dacoity,0,0,1,1,8,6,75,5,4,80,+,3,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,4,Robbery (Excluding Chain Snatc hing),55,48,40,28,300,265,88,247,206,83,+,53,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,5,Robbery -Chain Snatching,6,4,4,2,48,30,63,44,34,77,+,4,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,6,Extortion,21,15,12,5,120,91,76,84,74,88,+,36,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,7,H.B.T.Day / Night,104,37,95,31,641,294,46,559,231,41,+,82,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,8,Thefts,303,106,258,66,"1,690",632,37,"1,383",416,30,+,307,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,9,M.V.Thefts.,247,49,198,39,"1,345",509,38,883,220,25,+,462,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,10,Hurt,419,322,321,246,"1,874","1,627",87,"1,466","1,122",77,+,408,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,11,Riots.,33,28,27,19,138,114,83,132,94,71,+,6,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,12,Rape,71,43,66,41,395,295,75,276,220,80,+,119,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,13,Molestaion,136,86,139,94,792,599,76,797,594,75,-,5,01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,14,Other I.P.C.,"13,613","13,063","7,844","7,326","26,692","24,140",90,"12,994","10,671",82,+,"13,698",01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
43.pdf,,Total,"15,072","13,859","9,039","7,928","34,285","28,832",84,"19,050","14,055",74,+,"15,235",01.05.2021,01.04.2021,2021-05,01.01.2021,01.01.2020,31.05.2021,30.04.2021,31.05.2020,
