pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
67.pdf,,Sr.,.,Crime Head,s,,Cur,rent,,,Prev,ious,,,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,,No,,,,,Mo,nth,,,Mo,nth,,,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,1,Murder,10,9,7,6,37,35,95,41,39,95,-,4,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,2,Att.to.C.Murder,21,21,30,29,95,94,99,80,74,93,+,15,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,3,Dacoity,2,2,3,2,12,10,83,5,5,100,+,7,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,4,Prep.for Dacoity,3,3,2,2,9,9,100,9,9,100,+,0,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,5,Robbery,46,41,57,52,210,199,95,356,254,71,-,146,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,6,Robbery-Chain,12,8,12,9,40,33,83,75,48,64,-,35,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,7,Snatching,2,2,3,3,9,9,100,10,6,60,-,1,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,8,Att.to.C.Robbery,17,7,30,13,86,54,63,95,61,64,-,9,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,9,Extortion,16,9,19,7,72,39,54,87,35,40,-,15,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,10,H.B.T.Day,87,33,62,28,336,190,57,466,236,51,-,130,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,11,H.B.T.Night.,493,139,520,139,"1,961",707,36,"4,957",717,14,-,"2,996",01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,12,Thefts.,0,0,2,1,5,3,60,5,1,20,+,0,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,13,Pocket Picking,183,53,205,56,820,410,50,"1,007",382,38,-,187,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,14,M.V.Thefts.,410,313,439,324,"1,561","1,334",85,"1,599","1,300",81,-,38,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,15,Hurt,25,17,32,22,107,83,78,121,95,79,-,14,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,16,Riots.,78,61,90,72,325,285,88,304,247,81,+,21,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,17,Rape,178,121,189,131,713,572,80,839,603,72,-,126,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,18,Molestation,"2,179","1,359","1,800",921,"7,033","4,250",60,"16,984","13,985",82,-,"9,951",01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
67.pdf,,Total IPC,"3,762","2,198","3,502","1,817","13,431","8,316",62,"27,040","18,097",67,,,01.04.2023,01.03.2023,2023-04,01.01.2023,01.01.2022,30.04.2023,31.03.2023,30.04.2022,
