pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
49.pdf,,Sr.,Crime H,eads,Cu,rrent,Pre,vious,Cur,rent,%,Prev,ious,%,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,,No.,,,M,onth,Mo,nth,Ye,ar,of,Ye,ar,of,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,1,Murder Chain Snat,22,22,8,7,140,138,99,124,118,95,+,16,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,2,Att.to.C.Murder ching,21,20,22,19,307,300,98,283,274,97,+,24,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,3,Dacoity,0,0,1,1,12,12,100,14,13,93,-,2,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,4,Robbery (Excluding ching),76,61,80,63,632,580,92,477,405,85,+,155,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,5,Robbery -Chain Snat,15,10,11,6,123,95,77,108,76,70,+,15,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,6,Extortion,19,13,14,10,232,183,79,158,134,85,+,74,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,7,H.B.T.Day / Night,153,49,145,62,"1,425",771,54,"1,347",640,48,+,78,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,8,Thefts,432,129,423,107,"3,716","1,450",39,"2,676",891,33,+,"1,040",01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,9,M.V.Thefts.,310,94,262,67,"2,773","1,280",46,"2,223",752,34,+,550,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,10,Hurt,401,322,310,251,"3,557","3,289",92,"3,026","2,622",87,+,531,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,11,Riots.,25,16,27,19,269,229,85,248,200,81,+,21,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,12,Rape,54,38,66,50,762,668,88,616,518,84,+,146,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,13,Molestation,268,208,215,150,"1,746","1,424",82,"1,543","1,228",80,+,203,01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,14,Other I.P.C.,"1,314",664,"1,434",820,"43,013","38,276",89,"31,655","27,272",86,+,"11,358",01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
49.pdf,,Total,"3,110","1,646","3,018","1,632","58,707","48,695",83,"44,498","35,143",79,+,"14,209",01.10.2021,01.09.2021,2021-10,01.01.2021,01.01.2020,31.10.2021,30.09.2021,31.10.2020,
