pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
88.pdf,,CO,MPAR,ATIVE,BR,IHAN,MUMBA,I,E,,,,,,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,1,Murder,9,8,5,4,88,85,97,105,100,95,-,17,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,2,Att.to.C.Murder,26,23,14,13,265,260,98,234,230,98,+,31,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,3,Dacoity,1,0,5,5,20,19,95,21,19,90,-,1,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,4,Prep.for Dacoity,1,1,1,1,9,9,100,23,23,100,-,14,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,5,Robbery,26,23,34,33,423,412,97,542,532,98,-,119,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,6,Robbery Chain Snatching,7,7,11,9,103,94,91,105,96,91,-,2,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,7,Att.to.C.Robbery,1,1,1,1,17,17,100,13,13,100,+,4,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,8,Extortion,17,12,8,5,169,144,85,211,162,77,-,42,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,9,H.B.T.Day,22,6,19,2,207,118,57,193,115,60,+,14,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,10,H.B.T.Night.,86,30,84,25,910,527,58,905,623,69,+,5,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,11,Thefts.,590,139,587,141,7438,2395,32,5473,2219,41,+,1965,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,12,M.V.Thefts.,240,52,183,44,2177,1152,53,2215,1247,56,-,38,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,13,Snatching,23,12,26,12,83,47,57,0,0,0,+,83,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,14,Hurt,400,303,366,282,3679,3484,95,3624,3472,96,+,55,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,15,Riots.,29,25,25,22,265,253,95,241,225,93,+,24,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,16,Rape,89,69,89,67,869,811,93,814,771,95,+,55,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,17,Molestation,227,170,267,230,2067,1935,94,1783,1661,93,+,284,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,18,Other I.P.C.,2821,1955,1775,1041,26469,20764,78,19668,14635,74,+,6801,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
88.pdf,,Total IPC,4615,2836,3500,1937,45258,32526,72,36170,26143,72,+,9088,01.10.2024,01.09.2024,2024-10,01.01.2024,01.01.2023,31.10.2024,30.09.2024,31.10.2023,
