pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
40.pdf,,Sr.,Crime H,eads,Cur,rent,Prev,ious,Cur,rent,%,Prev,ious,%,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,,No.,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,1,Murder Chain Sna,15,14,15,14,43,41,95,39,35,90,+,4,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,2,Att.to.C.Murder tching,34,32,31,26,100,95,95,93,89,96,+,7,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,3,Dacoity,2,1,2,1,6,4,67,4,3,75,+,2,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,4,Robbery (Excluding tching),66,54,63,52,206,179,87,220,189,86,-,14,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,5,Robbery -Chain Sna,14,7,12,2,38,22,58,42,32,76,-,4,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,6,Extortion,25,14,31,27,87,64,74,76,67,88,+,11,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,7,H.B.T.Day / Night,115,28,153,50,443,184,42,444,201,45,-,1,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,8,Thefts,366,104,350,95,"1,129",393,35,"1,298",404,31,-,169,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,9,M.V.Thefts.,329,78,248,50,901,299,33,641,203,32,+,260,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,10,Hurt,435,340,359,287,"1,134",963,85,"1,080",918,85,+,54,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,11,Riots.,27,19,21,12,78,56,72,94,71,76,-,16,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,12,Rape,70,40,73,52,233,171,73,239,199,83,-,6,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,13,Molestaion,201,134,229,152,522,380,73,705,555,79,-,183,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,14,Other I.P.C.,"2,308","1,602","1,440",832,"5,255","3,479",66,"5,840","4,030",69,-,585,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
40.pdf,,Total,"4,007","2,467","3,027","1,652","10,175","6,330",62,"10,815","6,996",65,-,640,01.03.2021,01.02.2021,2021-03,01.01.2021,01.01.2020,31.03.2021,28.02.2021,31.03.2020,
