pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
27.pdf,,Sr.,Crime H,ea,ds,Cur,rent,Pre,vious,Cur,rent,%,Prev,ious,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,1,Murder Ch ain Snatc,20,18,7,7,27,25,93,20,18,90,+,7,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,2,Att.to.C.Murder tch ing,30,28,34,31,65,62,95,55,51,93,+,10,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,3,Dacoity,2,1,1,1,3,2,67,4,4,100,-,1,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,4,Robbery (Excluding hing),80,59,87,74,166,138,83,169,143,85,-,3,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,5,Robbery -Chain Sna,17,11,11,5,28,18,64,20,10,50,+,8,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,6,Extortion,37,31,25,19,63,54,86,45,27,60,+,18,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,7,H.B.T.Day / Night,142,46,191,67,333,134,40,321,110,34,+,12,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,8,Thefts,483,102,514,156,997,285,29,883,294,33,+,114,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,9,M.V.Thefts.,202,46,246,63,448,141,31,438,124,28,+,10,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,10,Hurt,389,300,372,297,758,627,83,715,619,87,+,43,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,11,Riots.,22,17,29,15,51,37,73,76,56,74,-,25,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,12,Rape,70,53,80,60,160,128,80,134,111,83,+,26,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,13,Molestaion,242,179,221,171,469,376,80,436,321,74,+,33,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,14,Other I.P.C.,"1,822","1,073","1,779",989,"3,587","2,164",60,"3,450","2,346",68,+,137,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
27.pdf,,Total,"3,558","1,964","3,597","1,955","7,155","4,191",59,"6,766","4,234",63,+,389,01.02.2020,01.01.2020,2020-02,01.01.2019,29.02.2020,31.01.2020,28.02.2019,,
