pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
90.pdf,,CO,MPAR,ATIVE,BR,IHAN,MUMBA,I,E,,,,,,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,1,Murder,13,11,9,8,101,96,95,113,109,96,-,12,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,2,Att.to.C.Murder,16,14,26,23,283,278,98,275,268,97,+,8,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,3,Dacoity,0,0,1,0,15,15,100,23,22,96,-,8,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,4,Prep.for Dacoity,1,1,1,1,10,10,100,23,23,100,-,13,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,5,Robbery,21,15,26,23,448,431,96,586,574,98,-,138,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,6,Robbery Chain Snatching,7,5,7,7,110,99,90,112,108,96,-,2,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,7,Att.to.C.Robbery,1,1,1,1,19,19,100,16,16,100,+,3,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,8,Extortion,12,7,17,12,182,154,85,229,177,77,-,47,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,9,H.B.T.Day,12,4,22,6,219,126,58,207,133,64,+,12,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,10,H.B.T.Night.,70,20,86,30,982,576,59,992,683,69,-,10,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,11,Thefts.,377,91,590,139,7808,2533,32,6133,2482,40,+,1675,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,12,M.V.Thefts.,208,45,240,52,2386,1269,53,2445,1384,57,-,59,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,13,Snatching,12,1,23,12,100,55,55,0,0,0,+,100,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,14,Hurt,325,248,400,303,4002,3787,95,4052,3884,96,-,50,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,15,Riots.,34,23,29,25,299,281,94,271,260,96,+,28,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,16,Rape,82,57,89,69,958,889,93,878,847,96,+,80,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,17,Molestation,153,121,227,170,2218,2083,94,1968,1835,93,+,250,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,18,Other I.P.C.,1741,1144,2821,1955,28203,22114,78,22246,16920,76,+,5957,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
90.pdf,,Total IPC,3085,1808,4615,2836,48343,34815,72,40569,29725,73,+,7774,01.11.2024,01.10.2024,2024-11,01.01.2024,01.01.2023,30.11.2024,31.10.2024,30.11.2023,
