pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
17.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,1,Murder Snat ching),8,8,19,19,63,61,97,63,59,94,+,0,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,2,Att.to.C.Murder,21,19,26,25,125,119,95,109,105,96,+,16,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,3,Dacoity,2,2,1,1,8,8,100,18,15,83,-,10,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,4,Robbery (Excluding Chain,62,42,72,54,393,337,86,396,312,79,-,3,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,5,Robbery -Chain Snatching,13,3,20,6,64,34,53,52,30,58,+,12,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,6,Extortion,17,9,17,14,90,64,71,93,75,81,-,3,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,7,H.B.T.Day / Night,161,37,146,35,796,314,39,932,354,38,-,136,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,8,Thefts,511,117,394,90,"2,271",782,34,"2,678",787,29,-,407,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,9,M.V.Thefts.,213,29,216,38,"1,066",373,35,"1,450",484,33,-,384,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,10,Hurt,392,300,360,271,"1,862","1,639",88,"2,222","1,892",85,-,360,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,11,Riots.,31,25,28,20,172,143,83,285,214,75,-,113,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,12,Rape,81,63,84,64,401,345,86,359,306,85,+,42,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,13,Molestaion,207,139,210,146,"1,108",859,78,"1,119",868,78,-,11,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,14,Other I.P.C.,"1,388",702,"1,293",712,"7,708","5,208",68,"6,985","4,264",61,+,723,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
17.pdf,,Total,"3,107","1,495","2,886","1,495","16,127","10,286",64,"16,761","9,765",58,-,634,01.05.2019,01.04.2019,2019-05,01.01.2019,01.01.2018,31.05.2019,30.04.2019,31.05.2018,
