pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
100.pdf,,C,OMPA,B,RIHAN,MUMB,AI,C. CRIM,E,,,,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,1,Murder,6,6,6,6,87,84,97,72,71,99,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,2,Att.to.C.Murder,16,16,23,23,200,199,100,226,222,98,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,3,Dacoity,1,0,2,2,8,7,88,14,14,100,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,4,Prep.for Dacoity,0,0,0,0,2,2,100,7,7,100,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,5,Robbery,23,22,21,21,177,176,99,364,358,98,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,6,Robbery Chain Snatching,6,4,7,5,56,52,93,85,79,93,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,7,Att.to.C.Robbery,1,1,0,0,8,7,88,15,14,93,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,8,Extortion,26,23,28,25,201,187,93,143,118,83,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,9,H.B.T.Day,13,4,16,6,117,70,60,168,98,58,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,10,H.B.T.Night.,79,34,85,31,588,380,65,738,426,58,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,11,Thefts.,707,172,736,163,5350,1677,31,6260,1978,32,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,12,M.V.Thefts.,214,71,214,75,1517,852,56,1756,929,53,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,13,Snatching,8,3,14,8,133,108,81,33,17,52,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,14,Hurt,295,253,291,266,2754,2680,97,2919,2778,95,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,15,Riots.,28,22,44,40,273,264,97,208,204,98,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,16,Rape,91,65,104,84,808,748,93,667,659,99,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,17,Molestation,177,143,199,183,1669,1606,96,1570,1489,95,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,18,Other I.P.C.,3913,3239,4614,3844,26833,23088,86,21906,17284,79,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
100.pdf,,Total IPC,5604,4078,6404,4782,40781,32187,79,37151,26745,72,,,01.08.2025,01.07.2025,2025-08,01.01.2025,01.01.2024,31.08.2025,31.07.2025,31.08.2024,
