pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
79.pdf,1,Murder,8,8,8,8,27,26,,96,,27,26,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,2,Att.to.C.Murder,35,33,26,24,87,85,,98,,72,69,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,3,Dacoity,1,1,2,2,5,5,,100,,8,6,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,4,Prep.for Dacoity,1,1,1,1,4,4,,100,,6,6,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,5,Robbery,62,57,52,46,163,155,,95,,166,157,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,6,Robbery-Chain,10,9,14,8,35,30,,86,,28,25,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,7,Snatching,0,0,2,2,3,3,,100,,7,7,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,8,Att.to.C.Robbery,21,11,27,22,66,49,,74,,69,43,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,9,Extortion,31,10,24,12,77,40,,52,,56,29,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,10,H.B.T.Day,100,45,86,48,258,159,,62,,250,151,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,11,H.B.T.Night.,940,215,"1,050",210,"2,792",789,,28,,"1,466",505,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,12,Thefts.,0,0,1,1,1,1,,100,,5,3,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,13,Pocket Picking,221,85,242,78,655,333,,51,,637,296,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,14,M.V.Thefts.,495,421,327,276,"1,158","1,062",,92,,"1,155",955,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,15,Hurt,41,36,16,15,84,78,,93,,83,64,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,,Riots.,,,,,,,,,,,,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,16,Rape,81,65,67,54,225,201,,89,,238,202,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,17,Molestation,231,186,168,140,585,515,,88,,534,429,,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,18,Other I.P.C.,"2,475","1,607","2,720","1,929","8,167","6,221",,76,,"4,860","2,719",,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
79.pdf,,Total IPC,"4,753","2,790","4,833","2,876","14,392","9,756",,68,,"9,667","5,692",,01.03.2024,01.02.2024,2024-03,01.01.2024,01.01.2023,31.03.2024,29.02.2024,31.03.2023,
