pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
35.pdf,,No.,,,Mo,nth,Mo,nth,Y,ear,of,Y,ear,of,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,1,Murder Chain Snatc,17,15,14,14,124,118,95,137,128,93,-,13,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,2,Att.to.C.Murder tching,55,51,23,21,283,274,97,278,266,96,+,5,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,3,Dacoity,2,2,1,1,14,13,93,15,14,93,-,1,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,4,Robbery (Excluding hing),69,46,53,39,477,405,85,808,736,91,-,331,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,5,Robbery -Chain Sna,16,7,15,7,108,76,70,129,99,77,-,21,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,6,Extortion,21,18,16,10,158,134,85,192,161,84,-,34,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,7,H.B.T.Day / Night,160,42,176,52,"1,347",640,48,"1,699",764,45,-,352,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,8,Thefts,396,100,281,77,"2,676",891,33,"4,816","1,667",35,-,"2,140",01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,9,M.V.Thefts.,322,59,293,49,"2,223",752,34,"2,214",906,41,+,9,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,10,Hurt,464,315,329,242,"3,026","2,622",87,"3,635","3,284",90,-,609,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,11,Riots.,34,26,25,17,248,200,81,316,273,86,-,68,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,12,Rape,80,61,78,55,616,518,84,821,726,88,-,205,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,13,Molestaion,230,159,199,129,"1,549","1,230",79,"2,175","1,794",82,-,626,01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,14,Other I.P.C.,"2,038","1,394","2,029","1,459","31,649","27,270",86,"15,882","10,841",68,+,"15,767",01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
35.pdf,,Total,"3,904","2,295","3,532","2,172","44,498","35,143",79,"33,117","21,659",65,+,"11,381",01.10.2020,01.09.2020,2020-10,01.01.2020,01.01.2019,31.10.2020,30.09.2020,31.10.2019,
