pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
73.pdf,,No,,,,T,o,T,o,T,o,,tion,,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,1,Murder,12,11,5,3,105,100,95,113,110,97,-,8,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,2,Att.to.C.Murder,28,26,28,27,234,230,98,212,208,98,+,22,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,3,Dacoity,0,0,2,2,21,19,90,16,16,100,+,5,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,4,Prep.for Dacoity,1,1,4,4,23,23,100,14,14,100,+,9,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,5,Robbery,57,53,61,57,542,532,98,746,625,84,-,204,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,6,Robbery-Chain Snatching,18,13,9,8,105,96,91,172,136,79,-,67,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,7,Att.to.C.Robbery,0,0,0,0,13,13,100,23,18,78,-,10,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,8,Extortion,17,13,21,11,211,162,77,271,174,64,-,60,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,9,H.B.T.Day,20,4,20,7,193,115,60,209,105,50,-,16,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,10,H.B.T.Night.,92,45,94,33,905,623,69,"1,201",711,59,-,296,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,11,Thefts.,691,193,806,207,"5,461","2,209",40,"13,672","2,696",20,-,"8,211",01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,12,Pocket Picking,0,0,2,2,12,10,83,9,4,44,+,3,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,13,M.V.Thefts.,264,77,200,43,"2,215","1,247",56,"2,598","1,293",50,-,383,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,14,Hurt,437,364,318,262,"3,624","3,472",96,"3,943","3,533",90,-,319,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,15,Riots.,36,30,26,21,241,225,93,241,211,88,+,0,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,16,Rape,83,62,60,43,814,771,95,807,729,80,+,7,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,17,Molestation,213,179,163,131,"1,783","1,661",93,"1,957","1,563",82,-,174,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,18,Total IPC,"4,492","2,843","4,157","2,575","36,170","26,143",72,"63,719","42,831",67,,,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
73.pdf,,Other I.P.C.,"2,523","1,772","2,338","1,714","19,668","14,635",74,"37,515","30,685",,,,01.10.2023,01.09.2023,2023-10,01.01.2023,01.01.2022,31.10.2023,30.09.2023,31.10.2022,
