pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
12.pdf,,No.,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,1,Murder atchin,11,11,11,8,164,158,96,127,122,96,+,37,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,2,Att.to.C.Murder,27,26,27,26,280,273,98,199,191,96,+,81,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,3,Dacoity,2,2,1,1,32,31,97,31,30,97,+,1,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,4,Robbery (Excluding Chain Sn g),66,48,82,61,931,828,89,850,705,83,+,81,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,5,Robbery -Chain Snatching,13,7,20,8,171,120,70,169,113,67,+,2,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,6,Extortion,14,12,21,18,228,196,86,195,165,85,+,33,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,7,H.B.T.Day / Night,170,38,195,49,"2,244","1,107",49,"2,409","1,045",43,-,165,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,8,Thefts,542,126,513,116,"6,260","2,287",37,"6,704","2,157",32,-,444,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,9,M.V.Thefts.,243,41,266,35,"3,203","1,331",42,"3,012",935,31,+,191,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,10,Hurt,342,249,460,358,"5,198","4,752",91,"4,704","4,210",89,+,494,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,11,Riots.,27,13,29,22,545,465,85,441,374,85,+,104,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,12,Rape,62,49,66,53,889,833,94,751,684,91,+,138,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,13,Molestaion,182,129,219,141,"2,586","2,202",85,"2,268","1,879",83,+,318,01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,14,Other I.P.C.,"2,896","2,271","2,208","1,601","19,170","14,229",74,"18,012","12,807",71,+,"1,158",01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
12.pdf,,Total,"4,597","3,022","4,118","2,497","41,901","28,812",69,"39,872","25,417",64,+,"2,029",01.12.2018,01.11.2018,2018-12,01.01.2018,01.01.2017,31.12.2018,30.11.2018,31.12.2017,
