pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
18.pdf,,Sr.,Crime,Head,s,Cur,rent,Prev,ious,Cur,rent,%,Prev,ious,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,1,Murder g Ch ain Snatc,15,13,8,8,78,75,96,85,79,93,-,7,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,2,Att.to.C.Murder atchi ng,25,24,21,19,150,145,97,129,124,96,+,21,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,3,Dacoity,2,1,2,2,10,9,90,20,18,90,-,10,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,4,Robbery (Excludin hing),85,63,62,42,477,414,87,465,378,81,+,12,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,5,Robbery -Chain Sn,15,8,13,3,79,47,59,65,32,49,+,14,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,6,Extortion,16,11,17,9,105,79,75,110,90,82,-,5,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,7,H.B.T.Day / Night,185,52,161,37,979,409,42,"1,086",426,39,-,107,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,8,Thefts,502,102,511,117,"2,774",948,34,"3,126",964,31,-,352,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,9,M.V.Thefts.,229,47,213,29,"1,295",481,37,"1,682",558,33,-,387,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,10,Hurt,453,323,392,300,"2,315","2,018",87,"2,632","2,252",86,-,317,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,11,Riots.,39,32,31,25,211,178,84,326,249,76,-,115,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,12,Rape,91,63,81,63,505,435,86,419,357,85,+,86,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,13,Molestaion,237,153,207,139,"1,343","1,044",78,"1,293",993,77,+,50,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,14,Other I.P.C.,"1,903","1,054","1,388",702,"9,603","6,489",68,"8,272","5,076",61,+,"1,331",01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
18.pdf,,Total,"3,797","1,946","3,107","1,495","19,924","12,771",64,"19,710","11,596",59,+,214,01.06.2019,01.01.2019,2019-06,01.01.2018,30.06.2019,31.05.2019,30.06.2018,,
