pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
55.pdf,,Sr.,Crime Hea,ds,,Cur,rent,Pre,vious,Curr,ent,%,Prev,ious,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,1,Murder Cha in Sna,12,11,8,8,41,39,95,50,47,94,-,9,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,2,Att.to.C.Murder chin g,28,24,21,20,80,74,93,128,121,95,-,48,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,3,Dacoity,0,0,1,1,5,5,100,7,5,71,-,2,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,4,Robbery (Excluding tching)153,83,95,58,366,260,71,246,215,87,,+,120,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,5,Robbery -Chain Snat,16,7,29,12,75,48,64,42,26,62,+,33,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,6,Extortion,35,18,22,11,95,61,64,99,72,73,-,4,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,7,H.B.T.Day / Night,160,51,153,59,553,271,49,537,237,44,+,16,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,8,Thefts,"3,422",186,862,145,"4,962",718,14,"1,387",495,36,+,"3,575",01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,9,M.V.Thefts.,287,60,285,79,"1,007",382,38,"1,098",405,37,-,91,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,10,Hurt,485,319,506,362,"1,599","1,300",81,"1,455","1,263",87,+,144,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,11,Riots.,45,32,36,27,121,95,79,105,79,75,+,16,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,12,Rape,88,52,79,57,304,247,81,312,234,75,-,8,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,13,Molestation,277,154,250,152,839,603,72,660,492,75,+,179,01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,14,Other I.P.C.,"8,429","7,182","5,901","5,004","16,993","13,994",82,"13,086","10,962",84,+,"3,907",01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
55.pdf,,Total,"13,437","8,179","8,248","5,995","27,040","18,097",67,"19,212","14,653",76,+,"7,828",01.04.2022,01.03.2022,2022-04,01.01.2022,01.01.2021,30.04.2022,31.03.2022,30.04.2021,
