pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
59.pdf,,Sr.,Crime He,ads,Cur,rent,Prev,ious,Curr,ent,%,Prev,ious,%,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,,No.,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,1,Murder Chain Sna,10,10,16,13,95,92,97,109,106,97,-,14,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,2,Att.to.C.Murder tching,14,10,17,14,165,157,95,260,251,97,-,95,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,3,Dacoity,1,1,0,0,10,10,100,12,8,67,-,2,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,4,Robbery (Excluding tching)52,38,69,49,651,529,81,472,432,92,,+,179,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,5,Robbery -Chain Sna,12,5,22,13,143,107,75,94,61,65,+,49,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,6,Extortion,27,12,34,14,232,145,63,198,154,78,+,34,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,7,H.B.T.Day / Night,159,59,146,58,"1,145",660,58,"1,115",542,49,+,30,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,8,Thefts,860,204,"1,164",198,"12,294","2,185",18,"2,821","1,056",37,+,"9,473",01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,9,M.V.Thefts.,238,67,275,62,"2,138","1,040",49,"2,178",931,43,-,40,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,10,Hurt,355,259,300,230,"3,142","2,809",89,"2,836","2,577",91,+,306,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,11,Riots.,12,6,15,9,203,172,85,217,180,83,-,14,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,12,Rape,58,42,73,58,653,586,90,614,509,83,+,39,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,13,Molestation,143,94,120,69,"1,570","1,221",78,"1,252",995,79,+,318,01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,14,Other I.P.C.,"1,335",574,"2,984","1,994","34,933","29,145",83,"40,163","36,195",90,-,"5,230",01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
59.pdf,,Total,"3,276","1,381","5,235","2,781","57,374","38,858",68,"52,341","43,997",84,+,"5,033",01.08.2022,01.07.2022,2022-08,01.01.2022,01.01.2021,31.08.2022,30.07.2022,31.08.2021,
