pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
85.pdf,,CO,MPAR,ATIVE,BR,IHAN,MUMBA,I,E,,,,,,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,1,Murder,5,5,8,8,61,59,97,76,73,96,-,15,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,2,Att.to.C.Murder,16,15,21,21,194,191,98,150,148,99,+,44,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,3,Dacoity,1,1,0,0,12,12,100,15,15,100,-,3,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,4,Prep.for Dacoity,0,0,1,1,6,6,100,13,13,100,-,7,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,5,Robbery,22,18,53,50,333,326,98,361,346,96,-,28,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,6,Robbery Chain Snatching,3,2,16,9,81,72,89,71,65,92,+,10,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,7,Att.to.C.Robbery,5,4,1,0,12,11,92,11,11,100,+,1,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,8,Extortion,8,3,15,9,126,104,83,150,106,71,-,24,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,9,H.B.T.Day,19,5,15,6,144,81,56,134,80,60,+,10,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,10,H.B.T.Night.,105,34,110,41,636,367,58,625,409,65,+,11,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,11,Thefts.,567,112,678,148,5696,1772,31,3368,1384,41,+,2328,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,12,M.V.Thefts.,199,39,223,52,1507,789,52,1501,789,53,+,6,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,13,Snatching,10,1,0,0,10,1,10,0,0,0,+,10,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,14,Hurt,256,203,394,337,2588,2465,95,2546,2408,95,+,42,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,15,Riots.,23,19,23,18,184,178,97,158,135,85,+,26,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,16,Rape,64,48,63,49,546,505,92,565,528,93,-,19,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,17,Molestation,134,104,194,159,1305,1226,94,1246,1116,90,+,59,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,18,Other I.P.C.,2539,1789,3479,2597,18974,15034,79,12470,8529,68,+,6504,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
85.pdf,,Total IPC,3976,2402,5294,3505,32415,23199,72,23460,16155,69,+,8955,01.07.2024,01.06.2024,2024-07,01.01.2024,01.01.2023,31.07.2024,30.06.2024,31.07.2023,
