pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
33.pdf,,Sr.,Crime H,eads,Cur,rent,Pre,vious,Cur,rent,%,Prev,ious,%,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,,No.,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,1,Murder Chain Snatc,10,9,10,10,92,85,92,109,105,96,-,17,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,2,Att.to.C.Murder tching,24,24,18,13,203,193,95,206,199,97,-,3,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,3,Dacoity,2,1,3,2,10,8,80,12,12,100,-,2,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,4,Robbery (Excluding hing),53,41,34,23,355,299,84,659,603,92,-,304,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,5,Robbery -Chain Sna,16,2,5,1,77,45,58,116,80,69,-,39,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,6,Extortion,16,9,12,6,121,99,82,153,126,82,-,32,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,7,H.B.T.Day / Night,171,53,176,47,"1,010",451,45,"1,372",587,43,-,362,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,8,Thefts,282,79,210,40,"2,001",624,31,"3,801","1,363",36,-,"1,800",01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,9,M.V.Thefts.,250,36,241,37,"1,609",484,30,"1,786",691,39,-,177,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,10,Hurt,249,171,224,157,"2,236","1,878",84,"2,937","2,656",90,-,701,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,11,Riots.,18,12,24,16,189,144,76,244,214,88,-,55,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,12,Rape,54,34,48,38,440,346,79,668,584,87,-,228,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,13,Molestaion,129,84,87,43,"1,117",836,75,"1,785","1,452",81,-,668,01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,14,Other I.P.C.,"2,114","1,677","7,735","7,211","27,602","24,042",87,"13,177","8,980",68,+,"14,425",01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
33.pdf,,Total,"3,388","2,232","8,827","7,644","37,062","29,534",80,"27,025","17,652",65,+,"10,037",01.08.2020,01.07.2020,2020-08,01.01.2020,01.01.2019,31.08.2020,31.07.2020,31.08.2019,
