pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
4.pdf,,No.,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,1,Murder atchin,19,16,12,12,47,43,91,44,41,93,+,3,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,2,Att.to.C.Murder,25,23,20,17,92,89,97,63,58,92,+,29,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,3,Dacoity,4,3,6,5,14,12,86,9,9,100,+,5,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,4,Robbery (Excluding Chain Sn g),69,48,90,67,325,260,80,257,181,70,+,68,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,5,Robbery -Chain Snatching,7,3,11,3,38,21,55,53,22,42,-,15,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,6,Extortion,13,10,23,18,77,65,84,47,35,74,+,30,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,7,H.B.T.Day / Night,169,41,197,42,767,291,38,764,270,35,+,3,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,8,Thefts,569,110,548,112,"2,186",613,28,"2,229",532,24,-,43,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,9,M.V.Thefts.,262,33,301,50,"1,202",365,30,942,221,23,+,260,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,10,Hurt,431,319,501,358,"1,794","1,497",83,"1,544","1,252",81,+,250,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,11,Riots.,37,21,53,39,240,170,71,141,105,74,+,99,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,12,Rape,72,57,67,50,282,239,85,213,171,80,+,69,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,13,Molestaion,231,165,236,165,914,705,77,710,522,74,+,204,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,14,Other I.P.C.,"1,364",679,"1,525",828,"5,726","3,405",59,"5,176","2,946",57,+,550,01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
4.pdf,,Total,"3,272","1,528","3,590","1,766","13,704","7,775",57,"12,192","6,365",52,+,"1,512",01.04.2018,01.03.2018,2018-04,01.01.2018,01.01.2017,30.04.2018,31.03.2018,30.04.2017,
