pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
62.pdf,,Sr.,Crime Hea,ds,Cur,rent,Pre,vious,Cur,rent,%,Prev,ious,%,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,,No.,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,1,Murder Chain Sna,6,6,12,11,120,117,98,152,150,99,-,32,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,2,Att.to.C.Murder ching,15,15,22,21,227,224,99,332,321,97,-,105,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,3,Dacoity,1,1,2,2,19,19,100,13,13,100,+,6,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,4,Robbery (Excluding tching)57,47,54,45,825,701,85,689,633,92,,+,136,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,5,Robbery -Chain Snat,9,4,13,9,181,144,80,141,108,77,+,40,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,6,Extortion,17,8,15,7,288,187,65,252,203,81,+,36,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,7,H.B.T.Day / Night,113,38,118,33,"1,523",895,59,"1,563",850,54,-,40,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,8,Thefts,535,114,678,145,"14,215","2,948",21,"4,098","1,642",40,+,"10,117",01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,9,M.V.Thefts.,203,57,225,38,"2,802","1,430",51,"3,012","1,424",47,-,210,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,10,Hurt,304,207,454,338,"4,244","3,826",90,"3,979","3,691",93,+,265,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,11,Riots.,25,18,17,11,267,238,89,299,260,87,-,32,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,12,Rape,65,43,70,53,885,804,91,828,737,89,+,57,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,13,Molestation,190,130,187,119,"2,146","1,734",81,"1,916","1,606",84,+,230,01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,14,Other I.P.C.,"1,514",743,"1,339",559,"39,038","31,776",81,"44,220","39,107",88,-,"5,182",01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
62.pdf,,Total,"3,054","1,431","3,206","1,391","66,780","45,043",67,"61,494","50,745",83,+,"5,286",01.10.2022,01.01.2022,2022-10,01.01.2021,30.11.2022,31.10.2022,30.11.2021,,
