pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
16.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,1,Murder Snat ching),19,19,14,13,54,52,96,47,43,91,+,7,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,2,Att.to.C.Murder,26,25,23,21,103,98,95,92,89,97,+,11,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,3,Dacoity,1,1,0,0,6,6,100,14,12,86,-,8,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,4,Robbery (Excluding Chain,72,54,90,72,331,288,87,325,260,80,+,6,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,5,Robbery -Chain Snatching,20,6,11,5,51,30,59,38,21,55,+,13,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,6,Extortion,17,14,11,6,73,54,74,77,65,84,-,4,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,7,H.B.T.Day / Night,146,35,168,48,635,256,40,767,291,38,-,132,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,8,Thefts,394,90,483,120,"1,760",625,36,"2,186",613,28,-,426,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,9,M.V.Thefts.,216,38,199,45,853,296,35,"1,202",365,30,-,349,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,10,Hurt,360,271,397,318,"1,472","1,279",87,"1,794","1,497",83,-,322,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,11,Riots.,28,20,36,30,140,114,81,240,170,71,-,100,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,12,Rape,84,64,69,47,303,254,84,282,239,85,+,21,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,13,Molestaion,210,146,257,171,904,688,76,914,705,77,-,10,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,14,Other I.P.C.,"1,293",712,"1,610",932,"6,335","4,312",68,"5,726","3,405",59,+,609,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
16.pdf,,Total,"2,886","1,495","3,368","1,828","13,020","8,352",64,"13,704","7,775",57,-,684,01.04.2019,01.03.2019,2019-04,01.01.2019,01.01.2018,30.04.2019,31.03.2019,30.04.2018,
