pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
42.pdf,,Sr.,Crime H,eads,Cur,rent,Prev,ious,Cur,rent,%,Prev,ious,%,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,,No.,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,1,Murder Chain Sna,7,6,15,14,50,47,94,47,42,89,+,3,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,2,Att.to.C.Murder tching,27,24,34,32,128,121,95,104,98,94,+,24,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,3,Dacoity,1,1,2,1,7,5,71,4,3,75,+,3,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,4,Robbery (Excluding tching),40,28,66,54,246,215,87,237,201,85,+,9,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,5,Robbery -Chain Sna,4,2,14,7,42,26,62,42,32,76,+,0,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,6,Extortion,12,5,25,14,99,72,73,80,72,90,+,19,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,7,H.B.T.Day / Night,95,31,115,28,537,237,44,510,222,44,+,27,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,8,Thefts,258,66,366,104,"1,387",495,36,"1,332",407,31,+,55,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,9,M.V.Thefts.,198,39,329,78,"1,098",405,37,725,214,30,+,373,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,10,Hurt,321,246,435,340,"1,455","1,263",87,"1,214","1,003",83,+,241,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,11,Riots.,27,19,27,19,105,79,75,108,77,71,-,3,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,12,Rape,66,41,70,40,312,234,75,256,206,80,+,56,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,13,Molestaion,138,93,201,134,660,492,75,741,569,77,-,81,01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,14,Other I.P.C.,"7,843","7,326","2,308","1,602","13,086","10,962",84,"11,118","9,013",81,+,"1,968",01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
42.pdf,,Total,"9,037","7,927","4,007","2,467","19,212","14,653",76,"16,518","12,159",74,+,"2,694",01.04.2021,01.03.2021,2021-04,01.01.2021,01.01.2020,30.04.2021,31.03.2021,30.04.2020,
