pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
92.pdf,,COM,PARA,TIVE S,BR,IHAN,MUMB,AI,ME,,,,,,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,1,Murder,9,8,6,6,9,8,89,9,8,89,+,0,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,2,Att.to.C.Murder,24,21,19,18,24,21,88,27,27,100,-,3,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,3,Dacoity,1,1,0,0,1,1,100,2,2,100,-,1,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,4,Prep.for Dacoity,1,1,0,0,1,1,100,2,2,100,-,1,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,5,Robbery,34,30,26,22,34,30,88,50,39,78,-,16,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,6,Robbery Chain Snatching,16,9,6,2,16,9,56,10,6,60,+,6,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,7,Att.to.C.Robbery,4,3,0,0,4,3,75,1,1,100,+,3,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,8,Extortion,25,15,18,14,25,15,60,15,9,60,+,10,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,9,H.B.T.Day,19,6,19,10,19,6,32,22,11,50,-,3,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,10,H.B.T.Night.,86,46,87,34,86,46,53,72,37,51,+,14,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,11,Thefts.,494,144,460,114,494,144,29,801,207,26,-,307,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,12,M.V.Thefts.,182,57,203,56,182,57,31,191,51,27,-,9,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,13,Snatching,20,7,14,3,20,7,35,0,0,0,+,20,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,14,Hurt,336,276,359,292,336,276,82,340,285,84,-,4,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,15,Riots.,24,20,24,18,24,20,83,28,23,82,-,4,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,16,Rape,82,61,75,49,82,61,74,60,47,78,+,22,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,17,Molestation,231,184,180,145,231,184,80,184,152,83,+,47,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,18,Other I.P.C.,2707,1921,2876,2192,2707,1921,71,2991,2289,77,-,284,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
92.pdf,,Total IPC,4295,2810,4372,2975,4295,2810,65,4805,3196,67,-,510,01.01.2025,01.12.2024,2025-01,01.01.2024,31.01.2025,31.12.2024,31.01.2024,,
