pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
32.pdf,,No.,,,Mo,nth,Mo,nth,Y,ear,of,Y,ear,of,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,1,Murder Chain Snatc,13,12,10,10,72,66,92,78,75,96,-,6,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,2,Att.to.C.Murder tching,36,29,19,17,157,147,94,150,145,97,+,7,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,3,Dacoity,0,0,1,1,5,4,80,10,9,90,-,5,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,4,Robbery (Excluding hing),21,15,10,3,268,226,84,477,414,87,-,209,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,5,Robbery -Chain Sna,12,2,2,2,56,36,64,79,47,59,-,23,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,6,Extortion,9,6,4,2,93,81,87,105,79,75,-,12,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,7,H.B.T.Day / Night,105,26,49,9,664,272,41,979,409,42,-,315,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,8,Thefts,126,25,51,7,"1,509",448,30,"2,774",948,34,-,"1,265",01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,9,M.V.Thefts.,235,31,158,3,"1,118",268,24,"1,295",481,37,-,177,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,10,Hurt,302,189,252,110,"1,768","1,379",78,"2,315","2,018",87,-,547,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,11,Riots.,12,2,24,15,144,98,68,211,178,84,-,67,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,12,Rape,46,26,19,12,324,251,77,505,435,86,-,181,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,13,Molestaion,103,49,55,26,900,657,73,"1,343","1,044",78,-,443,01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,14,Other I.P.C.,"4,777","4,385","1,878","1,611","17,769","15,048",85,"9,603","6,489",68,+,"8,166",01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
32.pdf,,Total,"5,797","4,797","2,532","1,828","24,847","18,981",76,"19,924","12,771",64,+,"4,923",01.06.2020,01.05.2020,2020-06,01.01.2020,01.01.2019,30.06.2020,31.05.2020,30.06.2019,
