pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
86.pdf,,CO,MPAR,ATIVE,BR,IHAN M,UMBA,I,,,,,,,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,1,Murder,10,10,5,5,72,71,99,85,82,96,-,13,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,2,Att.to.C.Murder,31,30,16,15,226,222,98,180,178,99,+,46,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,3,Dacoity,2,2,1,1,14,14,100,18,16,89,-,4,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,4,Prep.for Dacoity,1,1,0,0,7,7,100,18,18,100,-,11,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,5,Robbery,31,27,22,18,364,355,98,424,412,97,-,60,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,6,Robbery Chain Snatching,4,3,3,2,85,78,92,78,74,95,+,7,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,7,Att.to.C.Robbery,3,3,5,4,15,14,93,13,13,100,+,2,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,8,Extortion,17,11,8,3,143,118,83,174,130,75,-,31,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,9,H.B.T.Day,20,10,19,5,168,98,58,154,96,62,+,14,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,10,H.B.T.Night.,102,35,105,34,738,426,58,717,505,70,+,21,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,11,Thefts.,570,118,567,112,6260,1979,32,3972,1644,41,+,2288,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,12,M.V.Thefts.,247,72,199,39,1756,929,53,1752,952,54,+,4,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,13,Snatching,21,11,10,1,33,17,52,0,0,0,+,33,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,14,Hurt,332,265,256,203,2919,2778,95,2868,2751,96,+,51,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,15,Riots.,24,19,23,19,208,199,96,177,167,94,+,31,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,16,Rape,111,89,64,48,667,619,93,658,627,95,+,9,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,17,Molestation,269,231,134,104,1570,1485,95,1409,1300,92,+,161,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,18,Other I.P.C.,2937,1962,2539,1789,21906,17284,79,14822,10627,72,+,7084,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
86.pdf,,Total IPC,4732,2899,3976,2402,37151,26693,72,27519,19592,71,+,9632,01.08.2024,01.07.2024,2024-08,01.01.2024,01.01.2023,31.08.2024,31.07.2024,31.08.2023,
