pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
61.pdf,,Sr.,Crime Hea,ds,,Cur,rent,Prev,ious,Curr,ent,%,Prev,ious,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,,No.,,,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,1,Murder Cha in Sna,12,11,5,5,113,110,97,140,138,99,-,27,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,2,Att.to.C.Murder chin g,22,21,25,22,212,208,98,307,300,98,-,95,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,3,Dacoity,2,2,4,4,16,16,100,12,12,100,+,4,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,4,Robbery (Excluding tching)54,45,64,54,769,643,84,632,580,92,,+,137,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,5,Robbery -Chain Snat,13,9,16,4,172,136,79,123,95,77,+,49,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,6,Extortion,15,7,22,13,271,174,64,232,183,79,+,39,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,7,H.B.T.Day / Night,118,33,143,41,"1,410",816,58,"1,425",771,54,-,15,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,8,Thefts,678,145,709,143,"13,681","2,700",20,"3,716","1,450",39,+,"9,965",01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,9,M.V.Thefts.,225,38,235,60,"2,598","1,293",50,"2,773","1,280",46,-,175,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,10,Hurt,454,338,355,226,"3,943","3,533",90,"3,557","3,289",92,+,386,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,11,Riots.,17,11,18,13,241,211,88,269,229,85,-,28,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,12,Rape,70,53,67,49,807,729,90,762,668,88,+,45,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,13,Molestation,187,119,188,122,"1,957","1,563",80,"1,746","1,424",82,+,211,01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,14,Other I.P.C.,"1,339",559,"1,286",546,"37,529","30,699",82,"43,013","38,276",89,-,"5,484",01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
61.pdf,,Total,"3,206","1,391","3,137","1,302","63,719","42,831",67,"58,707","48,695",83,+,"5,012",01.10.2022,01.09.2022,2022-10,01.01.2022,01.01.2021,31.10.2022,30.09.2022,31.10.2021,
