pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
44.pdf,,No.,,Mo,nth,Mo,nth,Y,ear,of,Y,ear,of,-,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,1,Murder,19,18,22,20,93,89,96,72,66,92,+,21,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,2,Att.to.C.Murder,35,35,42,38,204,199,98,157,147,94,+,47,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,3,Dacoity,1,0,0,0,9,6,67,5,4,80,+,4,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,4,Robbery (Excluding Chain Snatch ing),44,34,55,48,345,304,88,268,226,84,+,77,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,5,Robbery -Chain Snatching,15,4,6,4,63,37,59,56,36,64,+,7,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,6,Extortion,22,16,21,15,143,114,80,93,81,87,+,50,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,7,H.B.T.Day / Night,141,39,104,37,784,361,46,664,272,41,+,120,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,8,Thefts,342,91,303,106,"2,031",768,38,"1,509",448,30,+,522,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,9,M.V.Thefts.,276,63,247,49,"1,621",645,40,"1,118",268,24,+,503,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,10,Hurt,323,264,419,322,"2,207","1,990",90,"1,768","1,379",78,+,439,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,11,Riots.,29,20,33,28,158,128,81,144,98,68,+,14,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,12,Rape,66,44,71,43,475,369,78,324,251,77,+,151,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,13,Molestaion,146,89,136,86,939,697,74,900,657,73,+,39,01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,14,Other I.P.C.,"7,598","6,925","13,613","13,063","34,300","31,291",91,"17,769","15,048",85,+,"16,531",01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
44.pdf,,Total,"9,057","7,642","15,072","13,859","43,372","36,998",85,"24,847","18,981",76,+,"18,525",01.06.2021,01.05.2021,2021-06,01.01.2021,01.01.2020,30.06.2021,31.05.2021,30.06.2020,
