pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
58.pdf,,No.,,Mo,nth,Mo,nth,Ye,ar,of,Ye,ar,of,-,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,1,Murder,16,13,17,16,85,81,95,103,100,97,-,18,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,2,Att.to.C.Murder,17,14,26,24,152,147,97,237,229,97,-,85,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,3,Dacoity,0,0,1,1,7,7,100,12,8,67,-,5,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,4,Robbery (Excluding Chain S natching),49,75,51,600,483,81,411,373,91,,+,189,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,5,Robbery -Chain Snatching,69,13,12,7,131,97,74,82,54,66,+,49,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,6,Extortion,22,14,45,18,204,127,62,179,136,76,+,25,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,7,H.B.T.Day / Night,34,58,134,56,989,569,58,957,460,48,+,32,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,8,Thefts,146,198,"2,368",204,"11,435","1,806",16,"2,419",912,38,+,"9,016",01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,9,M.V.Thefts.,"1,164",62,309,102,"1,898",897,47,"1,898",791,42,+,0,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,10,Hurt,275,230,396,276,"2,788","2,479",89,"2,518","2,294",91,+,270,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,11,Riots.,300,9,26,21,192,161,84,181,155,86,+,11,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,12,Rape,15,58,73,48,580,514,89,550,445,81,+,30,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,13,Molestation,73,69,196,110,"1,429","1,083",76,"1,100",860,78,+,329,01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,14,Other I.P.C.,120,"1,994","6,614","5,566","33,611","28,298",84,"38,390","34,915",91,-,"4,779",01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
58.pdf,,Total,"5,235","2,781","10,292","6,500","54,101","36,749",68,"49,037","41,732",85,+,"5,064",01.07.2022,01.06.2022,2022-07,01.01.2022,01.01.2021,31.07.2022,30.06.2022,31.07.2021,
