pdf_file,sr_no,crime_head,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,current_year_det_pct,previous_year_reg,previous_year_det,previous_year_det_pct,diff_reg_sign,diff_reg_value,current_month_start,current_month_end,current_month,previous_month_start,previous_month_end,current_year_start,current_year_end,previous_year_start,previous_year_end
74.pdf,,No,,,,T,o,T,o,T,o,,tion,,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,1,Murder,8,8,12,11,113,109,96,120,117,98,-,7,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,2,Att.to.C.Murder,41,35,28,26,275,268,97,227,224,99,+,48,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,3,Dacoity,2,2,0,0,23,22,96,19,19,100,+,4,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,4,Prep.for Dacoity,0,0,1,1,23,23,100,14,14,100,+,9,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,5,Robbery,45,40,57,53,586,574,98,801,682,85,-,215,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,6,Robbery-Chain Snatching,7,7,18,13,112,108,96,181,144,80,-,69,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,7,Att.to.C.Robbery,3,3,0,0,16,16,100,24,19,79,-,8,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,8,Extortion,17,9,17,13,229,177,77,288,187,65,-,59,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,9,H.B.T.Day,15,10,20,4,207,133,64,228,115,50,-,21,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,10,H.B.T.Night.,85,28,92,45,992,683,69,"1,295",780,60,-,303,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,11,Thefts.,662,173,691,193,"6,120","2,471",40,"14,203","2,943",21,-,"8,083",01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,12,Pocket Picking,1,1,0,0,13,11,85,12,5,42,+,1,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,13,M.V.Thefts.,229,66,264,77,"2,445","1,384",57,"2,802","1,430",51,-,357,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,14,Hurt,428,351,437,364,"4,052","3,884",96,"4,244","3,826",90,-,192,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,15,Riots.,29,26,36,30,271,260,96,267,238,89,+,4,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,16,Rape,53,42,83,62,878,847,96,885,804,81,-,7,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,17,Molestation,184,143,213,179,"1,968","1,835",93,"2,146","1,734",81,-,178,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,18,Total IPC,"4,394","2,873","4,492","2,843","40,569","29,725",73,"66,780","45,043",67,,,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
74.pdf,,Other I.P.C.,"2,585","1,929","2,523","1,772","22,246","16,920",76,"39,024","31,762",,,,01.11.2023,01.10.2023,2023-11,01.01.2023,01.01.2022,30.11.2023,31.10.2023,30.11.2022,
